source_row,username,name,ig_handle,ig_url,original_category,original_industry,original_message_cleaned,message_english,age,years_of_experience_skills,skills_detailed,skill_category,source_skill_field,source_experience_field,scraped_at
515,galihwsa,galihwsa,@galihwsa,https://www.instagram.com/galihwsa/,Agency,Teknologi,"Hey everyone! I'm Galih — a GIS Specialist and Forestry Analyst from Indonesia 🇮🇩 What I do, in plain terms: I take messy environmental and spatial data and turn it into maps that actually mean something — clear, actionable, and visually sharp. Most of my work lives at the intersection of conserva","Hey everyone! I'm Galih — a GIS Specialist and Forestry Analyst from Indonesia 🇮🇩 What I do, in plain terms: I take messy environmental and spatial data and turn it into maps that actually mean something — clear, actionable, and visually sharp. Most of my work lives at the intersection of conserva",Not mentioned,Not mentioned,"python, spatial, gis","Technology & Engineering, GIS / Mapping",python,Tidak disebutkan,46190.43828753472
517,cyvix4102,Hi,@cyvix4102,https://www.instagram.com/cyvix4102/,Developer,Teknologi,"Hi, I'm Muhammad Arjuna Mahendratama, a Full-Stack Web Developer based in Indonesia. For $90, I can help your business build a fully responsive landing page or web app from scratch. . . You'll get a modern frontend using ReactJS & Tailwind CSS, integrated with a solid backend (Laravel/Express) and S","Hi, I'm Muhammad Arjuna Mahendratama, a Full-Stack Web Developer based in Indonesia. For $90, I can help your business build a fully responsive landing page or web app from scratch. . . You'll get a modern frontend using ReactJS & Tailwind CSS, integrated with a solid backend (Laravel/Express) and S",Not mentioned,Not mentioned,"react, laravel, web developer, full-stack, developer, frontend, backend, css","Technology & Engineering, Other / Multidisciplinary","react, laravel",Tidak disebutkan,46190.43828753472
528,nadhir_24,Hi,@nadhir_24,https://www.instagram.com/nadhir_24/,Agency,Teknologi,"Hi, I'm Nadhir — Fullstack Web Dev from Jakarta. Next.js, React, NestJS & PostgreSQL. Currently buidl+optimizing deenha.com open to new projects! Check my portfolio 👉 nadhirghassan.vercel.app 🔥","Hi, I'm Nadhir — Fullstack Web Dev from Jakarta. Next.js, React, NestJS & PostgreSQL. Currently buidl+optimizing deenha.com open to new projects! Check my portfolio 👉 nadhirghassan.vercel.app 🔥",Not mentioned,Not mentioned,"react, postgresql, fullstack","Technology & Engineering, Other / Multidisciplinary","react, postgresql",Tidak disebutkan,46190.4382875463
579,faran312,faran312,@faran312,https://www.instagram.com/faran312/,Designer,Teknologi,"Hi everyone! Farid here 👋 I am a Solution Architect with over 8 years of experience in designing, building, and scaling enterprise-grade systems across fintech, digital payments, cloud infrastructure, blockchain, AI, and distributed platforms. My expertise spans solution architecture, software engi","Hi everyone! Farid here 👋 I am a Solution Architect with over 8 years of experience in designing, building, and scaling enterprise-grade systems across fintech, digital payments, cloud infrastructure, blockchain, AI, and distributed platforms. My expertise spans solution architecture, software engi",Not mentioned,8 years,"python, kotlin, java, architecture, architect, ai","Technology & Engineering, Other / Multidisciplinary, Architecture / Interior, AI / Data Science","python, kotlin, java",8+ tahun,46190.43828756944
204,imanatsaqif,imanatsaqif imanatsaqif 🇮🇩 Frontend developers,@imanatsaqif,https://www.instagram.com/imanatsaqif/,Agency,Teknologi,"🇮🇩 Frontend developers, entry level but skillful nonetheless. Able to work remotely, reliable, and dependable. Tech stack: vue react angular flutter, even familiar with sql python and r (if u need a junior data analyst, I'm the man). Did i mention I'm adept at AI assisted c","🇮🇩 Frontend developers, entry level but skillful nonetheless. Able to work remotely, reliable, and dependable. Tech stack: vue react angular flutter, even familiar with sql python and r (if u need a junior data analyst, I'm the man). Did i mention I'm adept at AI assisted c",Not mentioned,Not mentioned,"react, vue, angular, python, flutter, data analyst, frontend, sql, ai","Technology & Engineering, Other / Multidisciplinary, Data & Analytics, AI / Data Science","react, vue, angular, python, flutter",Tidak disebutkan,46190.43787226852
219,apenable,Hi,@apenable,https://www.instagram.com/apenable/,Freelancer,Teknologi,"Hi, I’m Marvel, a Full-Stack Developer from Indonesia. I build operational software for healthcare and EV charging, including MCU systems, HR/patient portals, LIS integration, OCPP charger dashboards, payment flows, APIs, and automation tools. Main stack: Laravel, PHP, JavaScript, SQL, Python, Linux","Hi, I’m Marvel, a Full-Stack Developer from Indonesia. I build operational software for healthcare and EV charging, including MCU systems, HR/patient portals, LIS integration, OCPP charger dashboards, payment flows, APIs, and automation tools. Main stack: Laravel, PHP, JavaScript, SQL, Python, Linux",Not mentioned,Not mentioned,"python, laravel, java, php, javascript, full-stack, developer, sql, hr","Technology & Engineering, Other / Multidisciplinary, Data & Analytics, Human Resources","python, laravel, java, php",Tidak disebutkan,46190.43792491898
178,fadlysaf._,Hello,@fadlysaf._,https://www.instagram.com/fadlysaf._/,Freelancer,Teknologi,"Hello, my name is Fadly Safyuddin Maulana. I hold a Bachelor's Degree in Informatics Engineering and have a strong interest in Software Engineering and Full-Stack Development. I have experience in developing web applications using Laravel, React, PostgreSQL, and MySQL, as well as building and integr","Hello, my name is Fadly Safyuddin Maulana. I hold a Bachelor's Degree in Informatics Engineering and have a strong interest in Software Engineering and Full-Stack Development. I have experience in developing web applications using Laravel, React, PostgreSQL, and MySQL, as well as building and integr",Not mentioned,Not mentioned,"react, laravel, mysql, postgresql, engineering, full-stack","Technology & Engineering, Other / Multidisciplinary, Engineering","react, laravel, mysql, postgresql",Tidak disebutkan,46190.43777902778
389,arywibowo07,arywibowo07 arywibowo07 Hi,@arywibowo07,https://www.instagram.com/arywibowo07/,Agency,Teknologi,"Hi, my name is Ari Wibowo, a full stack developer from Indonesian with 1+ years of experience building real-world web application. I' e built : warehouse management system (laravel 8, mysql, Blade) for PT. Spectrum unitec, hotel management backend + RESTful API(Laravel, Postm","Hi, my name is Ari Wibowo, a full stack developer from Indonesian with 1+ years of experience building real-world web application. I' e built : warehouse management system (laravel 8, mysql, Blade) for PT. Spectrum unitec, hotel management backend + RESTful API(Laravel, Postm",Not mentioned,1+ years,"react, laravel, java, php, mysql, management, developer, backend","Technology & Engineering, Other / Multidisciplinary, Project / Operations","react, laravel, java, php, mysql",1+ tahun,46190.43828747685
584,thisis.theo_,thisis.theo_ thisis.theo_ Hello everyone,@thisis.theo_,https://www.instagram.com/thisis.theo_/,Developer,Teknologi,"Hello everyone, I'm Theo I'm a backend developer from Indonesia with hands-on experience on building and shipping websites with Laravel and Python. I'm especially segmented at analytical dashboard on your data management system. if you need a developer that can build not on","Hello everyone, I'm Theo I'm a backend developer from Indonesia with hands-on experience on building and shipping websites with Laravel and Python. I'm especially segmented at analytical dashboard on your data management system. if you need a developer that can build not on",Not mentioned,Not mentioned,"python, laravel, management, developer, backend, backend developer","Technology & Engineering, Other / Multidisciplinary, Project / Operations","python, laravel",Tidak disebutkan,46190.43828756944
427,stievenwori,stievenwori stievenwori Hi,@stievenwori,https://www.instagram.com/stievenwori/,Developer,Teknologi,"Hi, I'm Stieven Marcelino Wori, an 18-year-old IT Specialist & Developer based in Manado, North Sulawesi. Starting from $20, I can help you build tech solutions, from reliable Network management & IT Support to developing modern AI-integrated Full-Stack Web Apps and IoT-based","Hi, I'm Stieven Marcelino Wori, an 18-year-old IT Specialist & Developer based in Manado, North Sulawesi. Starting from $20, I can help you build tech solutions, from reliable Network management & IT Support to developing modern AI-integrated Full-Stack Web Apps and IoT-based",Not mentioned,Not mentioned,"full-stack, management, developer, ai","Technology & Engineering, Project / Operations, AI / Data Science",Tidak terdeteksi,Tidak disebutkan,46190.438287488425
293,zakwanoe,Hi,@zakwanoe,https://www.instagram.com/zakwanoe/,Content Creator,Teknologi,"Hi, Zakwan Oebit here! Quick snapshot of what I do: 5+ Years Experience: Customer success, data analytics, e-commerce marketplace performance/management, & WMS. 🏃 Creator of @crenoe.app: Built a running analytics platform with 5,000+ active integrations. Tech Stack: Strong SQL, Python data pipeline","Hi, Zakwan Oebit here! Quick snapshot of what I do: 5+ Years Experience: Customer success, data analytics, e-commerce marketplace performance/management, & WMS. 🏃 Creator of @crenoe.app: Built a running analytics platform with 5,000+ active integrations. Tech Stack: Strong SQL, Python data pipeline",Not mentioned,5+ years,"python, management, sql","Technology & Engineering, Project / Operations, Data & Analytics",python,5+ tahun,46190.4381302662
582,sltn_nt,Hey,@sltn_nt,https://www.instagram.com/sltn_nt/,Developer,Teknologi,"Hey, I'm Muhammad Sultan Nurulloh Telaumbanua, a software engineer with 2+ years of shipping production software. Built an IoT platform unifying sensor monitoring, financial tracking, and team management into one system. Served as Master Trainer reviewing code logic, efficiency, and correctness for","Hey, I'm Muhammad Sultan Nurulloh Telaumbanua, a software engineer with 2+ years of shipping production software. Built an IoT platform unifying sensor monitoring, financial tracking, and team management into one system. Served as Master Trainer reviewing code logic, efficiency, and correctness for",Not mentioned,2+ years,"software engineer, management, engineer","Technology & Engineering, Project / Operations, Engineering",Tidak terdeteksi,2+ tahun,46190.43828756944
235,arumdyaharum,arumdyaharum arumdyaharum Hi,@arumdyaharum,https://www.instagram.com/arumdyaharum/,Agency,Teknologi,"Hi, I'm Dyah Achwatiningrum! 👋🏻 I'm 28 years old. I called myself as Multi-Passionate Being with 4 pillar of interests, technology, art, craftmanship, and human psychology. For a record, I've been a web developer for 12 years with industry experiences for 2,5 years, Anima","Hi, I'm Dyah Achwatiningrum! 👋🏻 I'm 28 years old. I called myself as Multi-Passionate Being with 4 pillar of interests, technology, art, craftmanship, and human psychology. For a record, I've been a web developer for 12 years with industry experiences for 2,5 years, Anima",28,12 years,"web developer, psychology, developer","Technology & Engineering, Psychology / Mental Health",Tidak terdeteksi,28+ tahun,46190.438004386575
416,vincentiusaxel.sp,vincentiusaxel.sp vincentiusaxel.sp Hello World!,@vincentiusaxel.sp,https://www.instagram.com/vincentiusaxel.sp/,Freelancer,Teknologi,Hello World! My name is Vincentius Axel. I am an undergraduate student and a passionate web developer based in Indonesia. I am commenting here because I am currently doing hands-on market research into the global freelance web development industry. My broader goal,Hello World! My name is Vincentius Axel. I am an undergraduate student and a passionate web developer based in Indonesia. I am commenting here because I am currently doing hands-on market research into the global freelance web development industry. My broader goal,Not mentioned,Not mentioned,"web developer, developer, research, undergraduate student and a passionate web developer","Technology & Engineering, Research & Academia",Tidak terdeteksi,Tidak disebutkan,46190.438287488425
184,m.irfannn97,m.irfannn97,@m.irfannn97,https://www.instagram.com/m.irfannn97/,Lainnya,Lainnya,"Hi people. My name is Irfan. I had been in Retail Smartphone for over 10 year. Managing sales & lead the team for the whole West Java Region. What I'm must proud for myself is my consistency, integrity & reputation to finish all the job i had. I'll have interest & potential f","Hi people. My name is Irfan. I had been in Retail Smartphone for over 10 year. Managing sales & lead the team for the whole West Java Region. What I'm must proud for myself is my consistency, integrity & reputation to finish all the job i had. I'll have interest & potential f",Not mentioned,10+ years,"java, sales","Technology & Engineering, Sales & Business Development",java,10+ tahun,46190.4378005787
12,rmdn_4n,Hallo! Aryo here,@rmdn_4n,https://www.instagram.com/rmdn_4n/,Developer,Teknologi,"Hallo! Aryo here, experienced in : - Junior web developer - Junior game developer - Junior law consultant - Social media strategist/analyst I know everything sound “junior”, but i can assured you i had something unique that nobody else had💁‍♂️. “konkurrenz belebt das Geschäft!.”","Hallo! Aryo here, experienced in : - Junior web developer - Junior game developer - Junior law consultant - Social media strategist/analyst I know everything sound “junior”, but i can assured you i had something unique that nobody else had💁‍♂️. “konkurrenz belebt das Geschäft!.”",Not mentioned,Not mentioned,"game developer, web developer, social media, developer","Technology & Engineering, Social Media & Community",Tidak terdeteksi,Tidak disebutkan,46190.43683652778
608,syaikhul_musonef,syaikhul_musonef syaikhul_musonef Hi,@syaikhul_musonef,https://www.instagram.com/syaikhul_musonef/,Lainnya,Teknologi,"Hi, I'm Syaikhul, a videographer based in Malang, East Java, Indonesia. I shoot high-quality Sony 10-bit 4:2:2 footage and can capture anything from local food, culture, historical sites, tourism destinations, landscapes, and documentary B-roll across East Java. Ava","Hi, I'm Syaikhul, a videographer based in Malang, East Java, Indonesia. I shoot high-quality Sony 10-bit 4:2:2 footage and can capture anything from local food, culture, historical sites, tourism destinations, landscapes, and documentary B-roll across East Java. Ava",Not mentioned,Not mentioned,"java, videographer","Technology & Engineering, Video & Motion",java,Tidak disebutkan,46190.43828758102
357,annd.fbryn,Hi! 👋 Ananda Febrian is here,@annd.fbryn,https://www.instagram.com/annd.fbryn/,Designer,Teknologi,"Hi! 👋 Ananda Febrian is here, a passionate and results-driven UI/UX Designer with 4+ years of hands-on experience crafting intuitive and visually engaging digital products. Specializing in designing user-centered interfaces for websites, mobile applications, and dashboards, I focus on creating seam","Hi! 👋 Ananda Febrian is here, a passionate and results-driven UI/UX Designer with 4+ years of hands-on experience crafting intuitive and visually engaging digital products. Specializing in designing user-centered interfaces for websites, mobile applications, and dashboards, I focus on creating seam",Not mentioned,4+ years,"figma, ui, ux, ui/ux","UI/UX & Product Design, Other / Multidisciplinary","figma, ui/ux",4+ tahun,46190.438287453704
597,baroksdesign,baroksdesign baroksdesign UI,@baroksdesign,https://www.instagram.com/baroksdesign/,Designer,Desain & Kreatif,"UI/UX Designer, Graphic Designer, and Full Stack Developer with nearly 4 years of experience in designing intuitive digital products and visual identities. Experienced through internships at multiple companies in Indonesia, active involvement in student organizations, and t","UI/UX Designer, Graphic Designer, and Full Stack Developer with nearly 4 years of experience in designing intuitive digital products and visual identities. Experienced through internships at multiple companies in Indonesia, active involvement in student organizations, and t",Not mentioned,4 years,"figma, python, laravel, ui, ux, java, php, developer, ui/ux","UI/UX & Product Design, Technology & Engineering, Other / Multidisciplinary","figma, python, laravel, ui/ux, java, php",4+ tahun,46190.43828758102
32,alfinzulfikar,alfinzulfikar,@alfinzulfikar,https://www.instagram.com/alfinzulfikar/,Content Creator,Teknologi,"Couldn’t agree more. Indonesia is not underpriced because it lacks value. It is underpriced because much of that value remains undiscovered by the world. I’m Alfin, an Indonesian political analyst, editor, and media strategist working at the intersection of politics, busi","Couldn’t agree more. Indonesia is not underpriced because it lacks value. It is underpriced because much of that value remains undiscovered by the world. I’m Alfin, an Indonesian political analyst, editor, and media strategist working at the intersection of politics, busi",Not mentioned,Not mentioned,editor,Video & Motion,Tidak terdeteksi,Tidak disebutkan,46190.43712712963
51,christvelll,christvelll christvelll Hi,@christvelll,https://www.instagram.com/christvelll/,Developer,Teknologi,"Hi, my name is Christ. I have a strong passion for videography and cinematic video editing. I have been developing these skills since the first year of junior high school and continuously improving them through practice and various projects. I am experienced in creating short","Hi, my name is Christ. I have a strong passion for videography and cinematic video editing. I have been developing these skills since the first year of junior high school and continuously improving them through practice and various projects. I am experienced in creating short",Not mentioned,Not mentioned,"video editing, videography, editing",Video & Motion,"video editing, videography, editing",Tidak disebutkan,46190.437200520835
110,fadilkun,Hi My name Fadillah 40 years old and I,@fadilkun,https://www.instagram.com/fadilkun/,Freelancer,Teknologi,"Hi My name Fadillah 40 years old and I,m Technical Consultant & Project Lead Independent | 2020 – Present ​Infrastructure & Security Deployments . ​Spearheaded a multi-site security system deployment across 5 distinct locations in the Kepulauan Seribu region, ensuring timely execution and seamless o","Hi My name Fadillah 40 years old and I,m Technical Consultant & Project Lead Independent | 2020 – Present ​Infrastructure & Security Deployments . ​Spearheaded a multi-site security system deployment across 5 distinct locations in the Kepulauan Seribu region, ensuring timely execution and seamless o",40,Not mentioned,"video editing, motion graphic, editing",Video & Motion,"video editing, motion graphic, editing",40+ tahun,46190.437443310184
163,ahmad_riezmann,ahmad_riezmann,@ahmad_riezmann,https://www.instagram.com/ahmad_riezmann/,Lainnya,Lainnya,Hi! I'm Muhammad Darisman. I'm a video editor and singer who have experience for 3 years. I'm able to work well in a team.,Hi! I'm Muhammad Darisman. I'm a video editor and singer who have experience for 3 years. I'm able to work well in a team.,Not mentioned,3 years,"editor, video editor",Video & Motion,Tidak terdeteksi,3+ tahun,46190.43775398148
232,dismas_dis,Hello,@dismas_dis,https://www.instagram.com/dismas_dis/,Freelancer,Teknologi,"Hello, my name is Dismas Ludhy (41 yo) professional freelance videographer. With over 15 years of experience in the television industry, I have had the opportunity to work with leading broadcasters such as Metro TV, Bloomberg TV, and Trans7. Throughout my career, I have developed strong expertise in","Hello, my name is Dismas Ludhy (41 yo) professional freelance videographer. With over 15 years of experience in the television industry, I have had the opportunity to work with leading broadcasters such as Metro TV, Bloomberg TV, and Trans7. Throughout my career, I have developed strong expertise in",41,15 years,videographer,Video & Motion,Tidak terdeteksi,15+ tahun,46190.43797782408
284,drexweird,Hi! Filmmaker from Indonesian here 🇮🇩,@drexweird,https://www.instagram.com/drexweird/,Agency,Desain & Kreatif,"Hi! Filmmaker from Indonesian here 🇮🇩 I help brands, businesses, and creators turn ideas into engaging visual stories from commercials and short films to campaign videos. With 4+ years of experience working with dozens of clients and well-known brands, I offer affordable production services (under","Hi! Filmmaker from Indonesian here 🇮🇩 I help brands, businesses, and creators turn ideas into engaging visual stories from commercials and short films to campaign videos. With 4+ years of experience working with dozens of clients and well-known brands, I offer affordable production services (under",Not mentioned,4+ years,"video editing, editing",Video & Motion,"video editing, editing",4+ tahun,46190.43810586805
290,dandyelv,Hi! I'm Dandy,@dandyelv,https://www.instagram.com/dandyelv/,Designer,Desain & Kreatif,"Hi! I'm Dandy, a Video Editor/Motion Graphic Designer from Indonesia🇮🇩 With over 6 Years Experience Accepting projects starting at $25 per video (depending on video length and difficulty level). You can DM me or email me: dandyelvanda@gmail.com","Hi! I'm Dandy, a Video Editor/Motion Graphic Designer from Indonesia🇮🇩 With over 6 Years Experience Accepting projects starting at $25 per video (depending on video length and difficulty level). You can DM me or email me: dandyelvanda@gmail.com",Not mentioned,6 years,"motion graphic, editor",Video & Motion,motion graphic,6+ tahun,46190.43813025463
302,fianpaart,Need a video editor?,@fianpaart,https://www.instagram.com/fianpaart/,Lainnya,Lainnya,"Need a video editor? I create highlights, recaps, and sports content for teams, athletes, and brands. Video editing starts at $15. Check out my work at www.fianpaart.com or send me a DM on Instagram @fianpaart.","Need a video editor? I create highlights, recaps, and sports content for teams, athletes, and brands. Video editing starts at $15. Check out my work at www.fianpaart.com or send me a DM on Instagram @fianpaart.",Not mentioned,Not mentioned,"video editing, editing, editor",Video & Motion,"video editing, editing",Tidak disebutkan,46190.43813027778
345,sibockir,🎥 Freelance Video Editor Here!,@sibockir,https://www.instagram.com/sibockir/,Freelancer,Lainnya,🎥 Freelance Video Editor Here! Open for projects starting at $18 per video (under 1 minute). Portfolio available on my Instagram profile. DM me if you're interested! ✨,🎥 Freelance Video Editor Here! Open for projects starting at $18 per video (under 1 minute). Portfolio available on my Instagram profile. DM me if you're interested! ✨,Not mentioned,Not mentioned,editor,Video & Motion,Tidak terdeteksi,Tidak disebutkan,46190.43823364584
352,ajigapiano,Hi! I’m Aji,@ajigapiano,https://www.instagram.com/ajigapiano/,Lainnya,Desain & Kreatif,"Hi! I’m Aji, a video editor from Indonesia 🇮🇩 ✔ Motion Graphics ✔ Talking Head Videos ✔ Reels & Shorts ✔ YouTube Videos ✔ Educational Content ✔ Corporate & Promotional Videos I’ve worked on multiple international projects and am comfortable with global workflows, revisions, deadlines, and client c","Hi! I’m Aji, a video editor from Indonesia 🇮🇩 ✔ Motion Graphics ✔ Talking Head Videos ✔ Reels & Shorts ✔ YouTube Videos ✔ Educational Content ✔ Corporate & Promotional Videos I’ve worked on multiple international projects and am comfortable with global workflows, revisions, deadlines, and client c",Not mentioned,Not mentioned,"motion graphic, motion graphics, editor",Video & Motion,motion graphic,Tidak disebutkan,46190.438287453704
374,umar.rmdhan,umar.rmdhan umar.rmdhan Hello,@umar.rmdhan,https://www.instagram.com/umar.rmdhan/,Agency,Media & Entertainment,"Hello, a videographer here!! Hi!! Umar here, a videographer who has just started his journey for 3 years. I have experience in documenting events or short films. The type of video I produce most to date is in the form of reels. If you are looking for a video editor who can ad","Hello, a videographer here!! Hi!! Umar here, a videographer who has just started his journey for 3 years. I have experience in documenting events or short films. The type of video I produce most to date is in the form of reels. If you are looking for a video editor who can ad",Not mentioned,3 years,"videography, editing, videographer, editor",Video & Motion,"videography, editing",3+ tahun,46190.43828746528
375,garrywiltson,garrywiltson garrywiltson Hello,@garrywiltson,https://www.instagram.com/garrywiltson/,Lainnya,Lainnya,"Hello, i am Garry and I don't have any special skills in editing. However, i am an extrovert person and love to discuss life or anything in between. I do Tarot reading as my side jobs, but thats just a cover for my true talent, connecting with people. If you enjoy talking w","Hello, i am Garry and I don't have any special skills in editing. However, i am an extrovert person and love to discuss life or anything in between. I do Tarot reading as my side jobs, but thats just a cover for my true talent, connecting with people. If you enjoy talking w",Not mentioned,Not mentioned,editing,Video & Motion,editing,Tidak disebutkan,46190.43828746528
385,airiszta,Hello i'm Alberth,@airiszta,https://www.instagram.com/airiszta/,Lainnya,Lainnya,"Hello i'm Alberth, A 4 years old profesional video editor. Kindly DM to show the portofolio🙌🙌","Hello i'm Alberth, A 4 years old profesional video editor. Kindly DM to show the portofolio🙌🙌",Not mentioned,4+ years,editor,Video & Motion,Tidak terdeteksi,4+ tahun,46190.43828746528
570,arisaputtrra,arisaputtrra arisaputtrra Hi Everyone,@arisaputtrra,https://www.instagram.com/arisaputtrra/,Agency,Teknologi,"Hi Everyone, I'm Ari Saputra, a video editor specializing in both short-form content (TikTok, Reels, YouTube Shorts) and long-form YouTube videos. I've collaborated with various influencers and creators — including @hungry_sam22, @chunwengw, @chellemakesfood, @creatorsclubm","Hi Everyone, I'm Ari Saputra, a video editor specializing in both short-form content (TikTok, Reels, YouTube Shorts) and long-form YouTube videos. I've collaborated with various influencers and creators — including @hungry_sam22, @chunwengw, @chellemakesfood, @creatorsclubm",Not mentioned,Not mentioned,"editing, editor",Video & Motion,editing,Tidak disebutkan,46190.43828756944
596,shredder327,shredder327 shredder327 Hi,@shredder327,https://www.instagram.com/shredder327/,Lainnya,Desain & Kreatif,"Hi, I'm a video editor specializing in creating greenscreen, motion graphics, and short content using SFX. Many people have ordered my services for school, content, and daily needs. My rate is $25/video, so feel free to DM me.✨","Hi, I'm a video editor specializing in creating greenscreen, motion graphics, and short content using SFX. Many people have ordered my services for school, content, and daily needs. My rate is $25/video, so feel free to DM me.✨",Not mentioned,Not mentioned,"motion graphic, motion graphics, editor, video editor",Video & Motion,motion graphic,Tidak disebutkan,46190.43828758102
666,riizaldy,Hi,@riizaldy,https://www.instagram.com/riizaldy/,Lainnya,Desain & Kreatif,"Hi, Rizaldy here! I’m a videographer and video editor passionate about creating engaging visual content. I’m always open to collaborations, creative projects, and brand partnerships. Feel free to check out my portfolio through my profile. Peace ✌🏻","Hi, Rizaldy here! I’m a videographer and video editor passionate about creating engaging visual content. I’m always open to collaborations, creative projects, and brand partnerships. Feel free to check out my portfolio through my profile. Peace ✌🏻",Not mentioned,Not mentioned,"videographer, editor",Video & Motion,Tidak terdeteksi,Tidak disebutkan,46190.43828761574
365,umar_musyaffa,umar_musyaffa,@umar_musyaffa,https://www.instagram.com/umar_musyaffa/,Freelancer,Desain & Kreatif,Motion Graphic Animator & Compositor 🎬 Anime MV • J-Pop • Utaite 200+ projects | 4+ yrs freelance Open for collab ✨,Motion Graphic Animator & Compositor 🎬 Anime MV • J-Pop • Utaite 200+ projects | 4+ yrs freelance Open for collab ✨,Not mentioned,4+ years,"motion graphic, animator","Video & Motion, 3D / Animation",motion graphic,4+ tahun,46190.43828746528
629,rakairawann,rakairawann rakairawann Hello I'm Raka,@rakairawann,https://www.instagram.com/rakairawann/,Freelancer,Desain & Kreatif,"Hello I'm Raka, a mechanical engineering design 2D/3D and Simulation based in Indonesia 🇮🇩 with 3+ years of experience. In addition, I have a passion for video editing with 5+ years of experience as a video editor. I am currently open to remote and freelance collaboration o","Hello I'm Raka, a mechanical engineering design 2D/3D and Simulation based in Indonesia 🇮🇩 with 3+ years of experience. In addition, I have a passion for video editing with 5+ years of experience as a video editor. I am currently open to remote and freelance collaboration o",Not mentioned,"3+ years, 5+ years","video editing, 3d, editing, engineering, mechanical, editor, video editor","Video & Motion, 3D / Animation, Engineering","video editing, 3d, editing",3+ tahun,46190.438287592595
84,kuyudbro,​Hi,@kuyudbro,https://www.instagram.com/kuyudbro/,Agency,Desain & Kreatif,"​Hi, I'm a video editor with four years of experience, including one year working remotely with a US-based agency. I am also an active template and AI creator on CapCut and Filmora. In addition to my creative work, I am an experienced accountant with over five years of experience across various indu","​Hi, I'm a video editor with four years of experience, including one year working remotely with a US-based agency. I am also an active template and AI creator on CapCut and Filmora. In addition to my creative work, I am an experienced accountant with over five years of experience across various indu",Not mentioned,"4 years, 5 years, 1 years","editor, ai, video editor, also an active template and AI creator","Video & Motion, AI / Data Science",Tidak terdeteksi,Tidak disebutkan,46190.437321516205
24,setitik_nadir,setitik_nadir setitik_nadir Hi,@setitik_nadir,https://www.instagram.com/setitik_nadir/,Designer,Desain & Kreatif,"Hi, I work collectively in the creative needs with concerns of branding, graphic design, photo product, audio visual including videography, video editing, motion, campaign video, TVC, short film and documentary films. All our prices are negotiable, please contact me if yo","Hi, I work collectively in the creative needs with concerns of branding, graphic design, photo product, audio visual including videography, video editing, motion, campaign video, TVC, short film and documentary films. All our prices are negotiable, please contact me if yo",Not mentioned,Not mentioned,"video editing, videography, branding, editing, graphic design, photo, audio","Video & Motion, Branding & Marketing, Creative & Design, Photography, Voice / Audio","video editing, videography, branding, editing",Tidak disebutkan,46190.43708004629
520,anandayoog,Hi,@anandayoog,https://www.instagram.com/anandayoog/,Freelancer,Desain & Kreatif,"Hi, I'm Yogi, a Communication Science graduate and freelance video editor with a passion for creating content that informs, entertains, and connects with audiences. I help content creators, brands, and businesses transform raw footage into engaging videos that are optimized for today's digital platf","Hi, I'm Yogi, a Communication Science graduate and freelance video editor with a passion for creating content that informs, entertains, and connects with audiences. I help content creators, brands, and businesses transform raw footage into engaging videos that are optimized for today's digital platf",Not mentioned,Not mentioned,"video editing, motion graphic, editing, communication, editor","Video & Motion, Communications / PR","video editing, motion graphic, editing",Tidak disebutkan,46190.43828753472
595,arftayyasy,Hello,@arftayyasy,https://www.instagram.com/arftayyasy/,Agency,Teknologi,"Hello, I’m Arafat. As a 6th-semester Visual Communication Design (DKV) student, I have a deep passion for videography and post-production. . I specialize in helping brands and individuals transform raw ideas and footage into visual assets that are narrative-driven, aesthetically pleasing, and high-p","Hello, I’m Arafat. As a 6th-semester Visual Communication Design (DKV) student, I have a deep passion for videography and post-production. . I specialize in helping brands and individuals transform raw ideas and footage into visual assets that are narrative-driven, aesthetically pleasing, and high-p",Not mentioned,6+ years,"videography, communication","Video & Motion, Communications / PR",videography,6+ tahun,46190.43828758102
182,gilangj.s,Hello,@gilangj.s,https://www.instagram.com/gilangj.s/,Content Creator,Desain & Kreatif,"Hello, my name is Gilang. I would like to share a little about my skills and experience. I possess strong communication skills, which I developed through my experience working in sales and administrative roles, where I was responsible for assisting and serving customers for over three years. In addi","Hello, my name is Gilang. I would like to share a little about my skills and experience. I possess strong communication skills, which I developed through my experience working in sales and administrative roles, where I was responsible for assisting and serving customers for over three years. In addi",Not mentioned,Not mentioned,"editing, communication, sales","Video & Motion, Communications / PR, Sales & Business Development",editing,Tidak disebutkan,46190.4378005787
611,mzikri.alhabsi,mzikri.alhabsi mzikri.alhabsi Hi! 🙌,@mzikri.alhabsi,https://www.instagram.com/mzikri.alhabsi/,Content Creator,Teknologi,"Hi! 🙌 Nice to meet you ⭐, I'm Zikri, a professional editor for those of you who want to try being a Content Creator on social media, edit school/college assignments or anything about editing. We can start from 5$/video, as you can see on my profile, that's what you can","Hi! 🙌 Nice to meet you ⭐, I'm Zikri, a professional editor for those of you who want to try being a Content Creator on social media, edit school/college assignments or anything about editing. We can start from 5$/video, as you can see on my profile, that's what you can",Not mentioned,Not mentioned,"editing, content creator, social media, editor","Video & Motion, Content Creation, Social Media & Community",editing,Tidak disebutkan,46190.438287592595
